Trip.ID,Duration,Start .Date,Start .Station,Start .Terminal,End.Date,End.Station,End.Terminal,Bike..,Subscriber.Type,Zip.Code
T101514,1805,06/23/2014 10:07,Menlo Park,01003,06/23/2014 10:37,Campbell Ave,01008,B5476,Customer,94844
T101515,1559,07/29/2014 03:56,Menlo Park,01013,07/29/2014 04:22,Redwood City,01013,B3397,Subscriber,94381
T101516,145,07/08/2014 02:23,San Jose Diridon,01001,07/08/2014 02:25,Palo Alto Station,01011,B4698,Customer,95062
T101517,5110,05/15/2014 00:47,Oakland Transit,01008,05/15/2014 02:12,Cupertino Center,01008,B5483,Subscriber,94818
T101518,7346,05/10/2014 02:33,Palo Alto Station,01009,05/10/2014 04:36,Los Gatos Depot,01010,B1161,Customer,94792
T101519,5956,08/03/2014 08:14,Mountain View Caltrain,01002,08/03/2014 09:53,Santana Row,01013,B2604,Customer,94535
T101520,4479,10/24/2014 06:29,Downtown San Jose,01002,10/24/2014 07:43,Campbell Ave,01005,B7179,Subscriber,94745
T101521,1734,07/31/2014 01:08,Los Gatos Depot,01015,07/31/2014 01:37,Campbell Ave,01006,B4640,Customer,94539
T101522,2230,05/27/2014 11:51,Santana Row,01004,05/27/2014 12:28,Cupertino Center,01015,B7203,Customer,94883
T101523,1490,06/26/2014 20:07,Fremont Hub,01012,06/26/2014 20:31,Campbell Ave,01014,B2720,Subscriber,94758
T101524,3130,12/29/2014 06:48,Los Gatos Depot,01008,12/29/2014 07:40,Oakland Transit,01013,B3023,Subscriber,94746
T101525,7121,05/05/2014 23:10,Redwood City,01010,05/06/2014 01:09,Campbell Ave,01003,B3879,Subscriber,94480
T101526,7413,12/04/2014 17:16,Santana Row,01010,12/04/2014 19:20,Downtown San Jose,01004,B9625,Customer,94655
T101527,9185,03/15/2014 06:22,Palo Alto Station,01006,03/15/2014 08:55,Fremont Hub,01003,B6022,Subscriber,95106
T101528,9148,09/28/2014 21:09,Los Gatos Depot,01007,09/28/2014 23:41,Redwood City,01002,B9021,Customer,94731
T101529,8455,04/03/2014 17:49,Downtown San Jose,01004,04/03/2014 20:10,Downtown San Jose,01012,B2565,Customer,94157
T101530,6745,08/11/2014 01:32,Fremont Hub,01012,08/11/2014 03:24,Oakland Transit,01010,B9666,Customer,94275
T101531,1752,05/29/2014 17:32,Campbell Ave,01011,05/29/2014 18:02,Menlo Park,01005,B6716,Customer,94658
T101532,490,04/01/2014 16:57,Los Gatos Depot,01015,04/01/2014 17:05,Campbell Ave,01014,B5620,Subscriber,94505
T101533,1528,11/29/2014 10:37,San Jose Diridon,01006,11/29/2014 11:02,Los Gatos Depot,01011,B5440,Subscriber,95102
T101534,5858,10/29/2014 04:35,Oakland Transit,01004,10/29/2014 06:13,Sunnyvale Station,01002,B2623,Customer,94263
T101535,9140,06/09/2014 12:42,Redwood City,01013,06/09/2014 15:14,Los Gatos Depot,01007,B1785,Customer,94197
T101536,1584,01/17/2014 22:49,Oakland Transit,01002,01/17/2014 23:15,Cupertino Center,01009,B3797,Subscriber,95039
T101537,9840,05/04/2014 13:37,Menlo Park,01006,05/04/2014 16:21,Sunnyvale Station,01001,B6210,Customer,94974
T101538,9858,10/17/2014 05:09,Palo Alto Station,01004,10/17/2014 07:53,Downtown San Jose,01001,B7382,Subscriber,95096
T101539,5375,07/03/2014 16:27,Santana Row,01002,07/03/2014 17:57,Fremont Hub,01007,B3960,Subscriber,94642
T101540,6371,10/01/2014 21:12,Santana Row,01004,10/01/2014 22:58,Cupertino Center,01002,B6655,Customer,94214
T101541,262,12/21/2014 17:47,Mountain View Caltrain,01012,12/21/2014 17:51,Menlo Park,01001,B9711,Subscriber,94466
T101542,4841,11/12/2014 02:52,Downtown San Jose,01007,11/12/2014 04:13,Santa Clara Transit,01003,B7597,Subscriber,94713
T101543,6839,05/29/2014 01:19,Santana Row,01014,05/29/2014 03:13,Campbell Ave,01011,B8812,Subscriber,95134
T101544,6413,05/30/2014 22:30,San Jose Diridon,01004,05/31/2014 00:17,Santana Row,01008,B3090,Customer,94458
T101545,1447,09/15/2014 18:01,Mountain View Caltrain,01007,09/15/2014 18:25,Santana Row,01008,B5244,Customer,94952
T101546,9227,11/04/2014 17:38,Santa Clara Transit,01015,11/04/2014 20:12,Downtown San Jose,01012,B1155,Customer,94551
T101547,4037,11/15/2014 17:55,Redwood City,01004,11/15/2014 19:02,San Jose Diridon,01007,B9414,Subscriber,94108
T101548,9430,09/11/2014 05:15,Campbell Ave,01002,09/11/2014 07:52,Menlo Park,01014,B3547,Subscriber,94942
T101549,8597,03/01/2014 01:43,San Jose Diridon,01008,03/01/2014 04:06,San Jose Diridon,01011,B3070,Subscriber,94896
T101550,2838,07/12/2014 08:47,Menlo Park,01010,07/12/2014 09:35,Santa Clara Transit,01012,B3337,Customer,95018
T101551,6297,01/15/2014 09:02,Oakland Transit,01008,01/15/2014 10:47,Los Gatos Depot,01010,B7206,Subscriber,94893
T101552,2837,02/19/2014 00:42,Redwood City,01001,02/19/2014 01:29,San Jose Diridon,01012,B5380,Subscriber,94132
T101553,2334,07/15/2014 01:41,Cupertino Center,01015,07/15/2014 02:20,Cupertino Center,01008,B1866,Subscriber,94350
T101554,4465,08/18/2014 04:52,Fremont Hub,01007,08/18/2014 06:07,Palo Alto Station,01005,B7064,Subscriber,94045
T101555,4993,05/09/2014 22:24,Menlo Park,01003,05/09/2014 23:48,Santa Clara Transit,01010,B5081,Customer,95146
T101556,4457,12/04/2014 18:11,Los Gatos Depot,01004,12/04/2014 19:25,San Jose Diridon,01014,B7852,Customer,94918
T101557,8139,02/08/2014 23:27,Menlo Park,01015,02/09/2014 01:43,Santa Clara Transit,01010,B8500,Customer,95144
T101558,2450,12/06/2014 12:02,Los Gatos Depot,01010,12/06/2014 12:43,Sunnyvale Station,01006,B3999,Subscriber,94117
T101559,1096,11/25/2014 04:20,Sunnyvale Station,01008,11/25/2014 04:38,Sunnyvale Station,01012,B8191,Customer,94711
T101560,2799,06/20/2014 23:57,Redwood City,01003,06/21/2014 00:43,Oakland Transit,01011,B6799,Subscriber,94976
T101561,7181,02/08/2014 17:22,Oakland Transit,01007,02/08/2014 19:22,Campbell Ave,01012,B8678,Customer,94302
T101562,4581,07/24/2014 06:13,Campbell Ave,01006,07/24/2014 07:29,San Jose Diridon,01011,B9228,Subscriber,94130
T101563,6959,12/20/2014 13:55,Cupertino Center,01003,12/20/2014 15:51,Fremont Hub,01007,B5699,Customer,94725
T101564,4971,06/27/2014 10:52,Cupertino Center,01008,06/27/2014 12:15,Oakland Transit,01013,B5519,Customer,94133
T101565,7993,01/06/2014 23:02,Menlo Park,01012,01/07/2014 01:16,Menlo Park,01005,B8008,Subscriber,94565
T101566,1320,10/08/2014 13:39,Menlo Park,01004,10/08/2014 14:01,Oakland Transit,01002,B9529,Subscriber,94516
T101567,5976,02/25/2014 23:37,Los Gatos Depot,01011,02/26/2014 01:17,Santa Clara Transit,01003,B4748,Subscriber,94056
T101568,4183,06/09/2014 05:16,Mountain View Caltrain,01006,06/09/2014 06:26,Cupertino Center,01003,B6000,Customer,95005
T101569,4100,12/05/2014 05:41,Downtown San Jose,01005,12/05/2014 06:49,Cupertino Center,01001,B2424,Customer,94882
T101570,10300,09/12/2014 07:00,Redwood City,01004,09/12/2014 09:51,Cupertino Center,01004,B6007,Customer,94273
T101571,8183,03/01/2014 22:45,Menlo Park,01006,03/02/2014 01:01,Los Gatos Depot,01002,B7660,Customer,94811
T101572,9788,01/30/2014 01:26,Sunnyvale Station,01003,01/30/2014 04:10,Los Gatos Depot,01014,B6123,Customer,94440
T101573,10163,07/02/2014 07:58,Santana Row,01001,07/02/2014 10:47,Palo Alto Station,01001,B2476,Customer,94925
T101574,3263,10/31/2014 12:20,Campbell Ave,01012,10/31/2014 13:15,Mountain View Caltrain,01012,B2302,Customer,94634
T101575,7561,04/13/2014 22:11,Redwood City,01010,04/14/2014 00:17,San Jose Diridon,01004,B2256,Subscriber,95102
T101576,1812,05/12/2014 11:37,Redwood City,01001,05/12/2014 12:07,Santana Row,01014,B4932,Subscriber,94623
T101577,2279,08/31/2014 01:11,Redwood City,01005,08/31/2014 01:49,Campbell Ave,01001,B2534,Subscriber,94676
T101578,5051,09/27/2014 00:28,Downtown San Jose,01003,09/27/2014 01:52,Palo Alto Station,01004,B3705,Subscriber,94476
T101579,170,06/04/2014 08:48,Palo Alto Station,01002,06/04/2014 08:51,Palo Alto Station,01008,B1940,Subscriber,95040
T101580,6543,09/10/2014 08:54,Oakland Transit,01014,09/10/2014 10:44,Santa Clara Transit,01011,B2385,Customer,94833
T101581,5503,02/01/2014 04:35,Oakland Transit,01008,02/01/2014 06:07,Campbell Ave,01003,B5683,Customer,94295
T101582,10221,11/27/2014 19:01,Cupertino Center,01008,11/27/2014 21:52,Los Gatos Depot,01011,B9074,Customer,95105
T101583,6284,05/08/2014 14:27,Los Gatos Depot,01007,05/08/2014 16:11,Sunnyvale Station,01004,B1175,Customer,94644
T101584,5459,11/28/2014 00:23,San Jose Diridon,01003,11/28/2014 01:54,Sunnyvale Station,01007,B7946,Customer,94013
T101585,7272,09/19/2014 21:28,San Jose Diridon,01013,09/19/2014 23:29,Santa Clara Transit,01014,B9334,Subscriber,94108
T101586,5544,11/30/2014 17:38,Redwood City,01006,11/30/2014 19:11,Fremont Hub,01011,B3235,Customer,94733
T101587,7115,07/27/2014 05:43,Palo Alto Station,01004,07/27/2014 07:41,Santa Clara Transit,01014,B8858,Subscriber,94245
T101588,10726,05/28/2014 13:56,Cupertino Center,01015,05/28/2014 16:55,Mountain View Caltrain,01013,B9156,Subscriber,94145
T101589,9798,05/03/2014 23:29,Oakland Transit,01005,05/04/2014 02:13,Los Gatos Depot,01009,B9437,Customer,94130
T101590,2290,09/01/2014 10:11,Santana Row,01010,09/01/2014 10:49,Downtown San Jose,01004,B9722,Customer,95084
T101591,4982,10/07/2014 02:55,Oakland Transit,01003,10/07/2014 04:18,Los Gatos Depot,01002,B3042,Customer,94847
T101592,5313,12/11/2014 15:31,Santana Row,01013,12/11/2014 17:00,Sunnyvale Station,01005,B7643,Subscriber,94330
T101593,9943,10/22/2014 22:08,Oakland Transit,01013,10/23/2014 00:53,Menlo Park,01013,B1227,Customer,94398
T101594,3350,07/09/2014 12:00,Palo Alto Station,01011,07/09/2014 12:55,Mountain View Caltrain,01008,B4115,Customer,94509
T101595,7908,12/05/2014 19:11,Mountain View Caltrain,01010,12/05/2014 21:23,Menlo Park,01003,B1119,Customer,94367
T101596,5207,07/30/2014 02:38,Fremont Hub,01015,07/30/2014 04:04,Campbell Ave,01008,B7962,Customer,94371
T101597,2970,01/14/2014 22:36,Santana Row,01003,01/14/2014 23:25,Fremont Hub,01007,B9754,Customer,94060
T101598,6584,08/28/2014 19:08,Campbell Ave,01010,08/28/2014 20:58,Santana Row,01001,B6653,Subscriber,95013
T101599,5288,01/27/2014 13:43,Sunnyvale Station,01009,01/27/2014 15:11,Palo Alto Station,01002,B5001,Subscriber,94244
T101600,4835,04/02/2014 04:13,Campbell Ave,01014,04/02/2014 05:33,Santana Row,01003,B9652,Subscriber,94679
T101601,10429,09/03/2014 02:50,Santa Clara Transit,01004,09/03/2014 05:44,Oakland Transit,01015,B1693,Subscriber,94182
T101602,8104,09/23/2014 19:03,San Jose Diridon,01002,09/23/2014 21:19,Menlo Park,01003,B8350,Customer,94192
T101603,9495,12/24/2014 15:40,Cupertino Center,01007,12/24/2014 18:19,Menlo Park,01012,B3761,Customer,94826
T101604,4031,04/22/2014 14:33,Sunnyvale Station,01014,04/22/2014 15:41,Los Gatos Depot,01012,B9577,Customer,94793
T101605,5399,03/30/2014 08:19,Cupertino Center,01009,03/30/2014 09:49,Oakland Transit,01008,B4687,Subscriber,94834
T101606,6221,10/18/2014 00:22,Redwood City,01008,10/18/2014 02:05,Mountain View Caltrain,01008,B3864,Customer,94780
T101607,4652,02/05/2014 02:23,Downtown San Jose,01014,02/05/2014 03:41,Los Gatos Depot,01008,B2230,Customer,94971
T101608,6497,06/18/2014 12:54,Downtown San Jose,01004,06/18/2014 14:42,Redwood City,01001,B7013,Subscriber,94283
T101609,6040,02/08/2014 05:33,Oakland Transit,01010,02/08/2014 07:14,Santa Clara Transit,01014,B3184,Subscriber,94703
T101610,1925,10/23/2014 07:09,Sunnyvale Station,01008,10/23/2014 07:41,San Jose Diridon,01008,B9416,Customer,94374
T101611,9298,09/04/2014 02:57,Mountain View Caltrain,01014,09/04/2014 05:32,Menlo Park,01010,B6788,Customer,94196
T101612,3333,10/01/2014 08:44,Santana Row,01008,10/01/2014 09:39,Fremont Hub,01004,B1834,Customer,94637
T101613,9763,12/05/2014 21:01,Santana Row,01005,12/05/2014 23:44,Los Gatos Depot,01004,B7925,Customer,94727
T101614,8999,02/09/2014 00:47,Fremont Hub,01001,02/09/2014 03:17,Downtown San Jose,01005,B9118,Subscriber,94363
T101615,3007,06/22/2014 07:23,Los Gatos Depot,01012,06/22/2014 08:13,Mountain View Caltrain,01010,B7211,Subscriber,94881
T101616,9072,03/06/2014 14:37,Santana Row,01007,03/06/2014 17:09,Fremont Hub,01014,B3793,Customer,94516
T101617,500,09/27/2014 12:33,Mountain View Caltrain,01012,09/27/2014 12:41,San Jose Diridon,01014,B7115,Customer,95023
T101618,7623,04/27/2014 07:13,Oakland Transit,01014,04/27/2014 09:20,Fremont Hub,01007,B2855,Subscriber,94185
T101619,3494,12/17/2014 20:31,Santana Row,01004,12/17/2014 21:29,Campbell Ave,01001,B6537,Subscriber,94377
T101620,7243,01/12/2014 05:48,Santana Row,01004,01/12/2014 07:49,Campbell Ave,01006,B5092,Customer,94533
T101621,4833,01/18/2014 20:40,Campbell Ave,01006,01/18/2014 22:00,Oakland Transit,01001,B9832,Subscriber,94822
T101622,1193,05/06/2014 23:23,Mountain View Caltrain,01007,05/06/2014 23:43,Downtown San Jose,01002,B2931,Subscriber,94410
T101623,6763,11/06/2014 04:35,Santana Row,01010,11/06/2014 06:28,Downtown San Jose,01011,B5752,Subscriber,94464
T101624,8240,01/22/2014 19:04,Menlo Park,01004,01/22/2014 21:21,Oakland Transit,01014,B5901,Subscriber,94719
T101625,2340,04/24/2014 22:23,Redwood City,01015,04/24/2014 23:02,Mountain View Caltrain,01012,B8915,Subscriber,94167
T101626,10436,05/20/2014 05:07,San Jose Diridon,01015,05/20/2014 08:01,Oakland Transit,01007,B5809,Subscriber,94695
T101627,5021,05/26/2014 13:46,Mountain View Caltrain,01010,05/26/2014 15:10,Fremont Hub,01007,B5337,Subscriber,94925
T101628,4025,06/17/2014 06:17,Downtown San Jose,01003,06/17/2014 07:24,Sunnyvale Station,01014,B4490,Subscriber,94192
T101629,4199,02/26/2014 12:48,Downtown San Jose,01015,02/26/2014 13:58,Menlo Park,01008,B1036,Customer,95072
T101630,2585,04/05/2014 20:05,San Jose Diridon,01010,04/05/2014 20:48,Redwood City,01012,B7449,Subscriber,94527
T101631,6992,07/26/2014 06:49,Cupertino Center,01015,07/26/2014 08:46,Oakland Transit,01010,B4562,Customer,94041
T101632,6236,06/10/2014 00:36,Cupertino Center,01001,06/10/2014 02:19,Los Gatos Depot,01010,B5994,Subscriber,94124
T101633,1271,08/08/2014 18:49,San Jose Diridon,01007,08/08/2014 19:11,San Jose Diridon,01012,B9446,Customer,95140
T101634,7417,09/22/2014 18:50,Oakland Transit,01001,09/22/2014 20:54,Redwood City,01009,B1580,Customer,94121
T101635,9856,11/04/2014 18:49,Mountain View Caltrain,01001,11/04/2014 21:33,Fremont Hub,01005,B8586,Customer,94764
T101636,7911,03/11/2014 22:15,Fremont Hub,01008,03/12/2014 00:26,Redwood City,01001,B8999,Subscriber,94195
T101637,9599,03/08/2014 00:21,Los Gatos Depot,01012,03/08/2014 03:01,Downtown San Jose,01008,B1942,Customer,94345
T101638,6626,03/09/2014 23:45,Los Gatos Depot,01013,03/10/2014 01:36,San Jose Diridon,01007,B6828,Customer,94003
T101639,8815,01/31/2014 16:02,Redwood City,01009,01/31/2014 18:29,Santa Clara Transit,01008,B1096,Subscriber,95083
T101640,8360,08/25/2014 16:52,Santa Clara Transit,01001,08/25/2014 19:11,Cupertino Center,01009,B8542,Subscriber,94025
T101641,6913,12/05/2014 04:48,Cupertino Center,01007,12/05/2014 06:44,San Jose Diridon,01010,B6382,Customer,94009
T101642,8967,05/29/2014 13:34,Cupertino Center,01009,05/29/2014 16:03,Campbell Ave,01012,B5888,Customer,94669
T101643,662,08/29/2014 16:07,Sunnyvale Station,01007,08/29/2014 16:18,Cupertino Center,01010,B6798,Customer,94787
T101644,5950,09/23/2014 07:16,Redwood City,01008,09/23/2014 08:55,Los Gatos Depot,01015,B2755,Customer,94627
T101645,8856,04/04/2014 12:41,Redwood City,01013,04/04/2014 15:09,Palo Alto Station,01011,B1084,Subscriber,94056
T101646,9789,07/13/2014 06:35,Santana Row,01013,07/13/2014 09:18,Campbell Ave,01015,B6729,Subscriber,94767
T101647,10515,12/21/2014 12:10,Campbell Ave,01012,12/21/2014 15:06,Cupertino Center,01014,B4050,Customer,94142
T101648,1452,08/15/2014 11:25,Campbell Ave,01014,08/15/2014 11:49,Menlo Park,01014,B7587,Subscriber,94353
T101649,1851,02/25/2014 13:57,Oakland Transit,01002,02/25/2014 14:28,Sunnyvale Station,01008,B6808,Customer,94386
T101650,4127,04/01/2014 04:09,San Jose Diridon,01008,04/01/2014 05:17,Palo Alto Station,01004,B1145,Subscriber,95020
T101651,5876,06/29/2014 02:13,Oakland Transit,01008,06/29/2014 03:51,San Jose Diridon,01012,B2660,Subscriber,94372
T101652,2785,09/05/2014 17:42,Sunnyvale Station,01004,09/05/2014 18:28,Redwood City,01001,B8058,Subscriber,95096
T101653,10660,04/09/2014 15:14,Oakland Transit,01002,04/09/2014 18:12,Menlo Park,01009,B9061,Customer,94447
T101654,10098,06/28/2014 11:30,Santana Row,01009,06/28/2014 14:18,Downtown San Jose,01001,B4236,Subscriber,94707
T101655,785,04/10/2014 03:49,Campbell Ave,01013,04/10/2014 04:02,Santana Row,01007,B2388,Customer,94198
T101656,9287,09/16/2014 23:24,Cupertino Center,01001,09/17/2014 01:59,Fremont Hub,01010,B9668,Customer,94316
T101657,10628,01/04/2014 15:35,Fremont Hub,01012,01/04/2014 18:32,Los Gatos Depot,01006,B9426,Customer,94766
T101658,10656,12/16/2014 02:26,Los Gatos Depot,01012,12/16/2014 05:23,Los Gatos Depot,01009,B3518,Subscriber,94362
T101659,6607,11/09/2014 11:43,Los Gatos Depot,01007,11/09/2014 13:33,Cupertino Center,01002,B7729,Customer,94902
T101660,5492,06/30/2014 16:28,Santana Row,01004,06/30/2014 18:00,Mountain View Caltrain,01005,B3029,Subscriber,94363
T101661,7112,12/16/2014 23:52,Menlo Park,01003,12/17/2014 01:51,Sunnyvale Station,01015,B8985,Customer,95039
T101662,1795,04/22/2014 16:55,Redwood City,01006,04/22/2014 17:25,Downtown San Jose,01011,B1113,Subscriber,94304
T101663,232,09/21/2014 03:47,Campbell Ave,01005,09/21/2014 03:51,Santa Clara Transit,01007,B3549,Customer,94911
T101664,1675,08/01/2014 06:39,Menlo Park,01004,08/01/2014 07:07,Fremont Hub,01015,B5098,Subscriber,94062
T101665,4299,03/03/2014 08:26,Santana Row,01011,03/03/2014 09:38,Downtown San Jose,01008,B4704,Subscriber,94079
T101666,3697,01/29/2014 16:26,Mountain View Caltrain,01002,01/29/2014 17:28,Palo Alto Station,01002,B8711,Subscriber,95100
T101667,8426,06/21/2014 13:13,Mountain View Caltrain,01001,06/21/2014 15:33,Palo Alto Station,01008,B7477,Subscriber,94246
T101668,8559,05/15/2014 04:54,Fremont Hub,01008,05/15/2014 07:16,Campbell Ave,01010,B7132,Subscriber,94638
T101669,9202,08/17/2014 04:33,Redwood City,01011,08/17/2014 07:07,Mountain View Caltrain,01011,B5903,Customer,94596
T101670,9571,04/27/2014 04:19,Sunnyvale Station,01005,04/27/2014 06:58,Santana Row,01006,B6971,Subscriber,94220
T101671,9484,09/06/2014 03:20,San Jose Diridon,01003,09/06/2014 05:58,Los Gatos Depot,01008,B8017,Subscriber,94714
T101672,3681,06/14/2014 18:50,Campbell Ave,01012,06/14/2014 19:52,Menlo Park,01012,B3984,Customer,94369
T101673,7363,09/26/2014 02:11,Campbell Ave,01008,09/26/2014 04:14,San Jose Diridon,01007,B9788,Customer,95061
T101674,6189,04/08/2014 03:05,Oakland Transit,01014,04/08/2014 04:48,Cupertino Center,01001,B5415,Subscriber,94342
T101675,6468,06/27/2014 10:01,Redwood City,01010,06/27/2014 11:48,Downtown San Jose,01003,B2780,Customer,94204
T101676,7646,11/25/2014 06:48,Fremont Hub,01012,11/25/2014 08:55,Santa Clara Transit,01005,B8185,Subscriber,95019
T101677,9703,04/28/2014 07:58,Santa Clara Transit,01010,04/28/2014 10:40,Mountain View Caltrain,01012,B8198,Customer,94395
T101678,8259,03/19/2014 08:50,Cupertino Center,01001,03/19/2014 11:07,Downtown San Jose,01004,B3651,Customer,94317
T101679,2529,05/30/2014 09:36,Cupertino Center,01008,05/30/2014 10:18,Cupertino Center,01008,B3291,Subscriber,94690
T101680,5711,11/28/2014 09:39,Campbell Ave,01008,11/28/2014 11:14,Downtown San Jose,01006,B6795,Subscriber,94931
T101681,462,07/07/2014 15:49,Menlo Park,01013,07/07/2014 15:57,Fremont Hub,01008,B8110,Subscriber,95122
T101682,7969,02/11/2014 10:04,Mountain View Caltrain,01003,02/11/2014 12:17,Menlo Park,01004,B1095,Subscriber,94796
T101683,1772,04/03/2014 02:55,San Jose Diridon,01014,04/03/2014 03:24,Palo Alto Station,01009,B6885,Subscriber,94917
T101684,4900,05/29/2014 02:34,Palo Alto Station,01012,05/29/2014 03:56,Fremont Hub,01004,B4251,Customer,94238
T101685,6875,08/11/2014 02:42,Santana Row,01007,08/11/2014 04:36,Palo Alto Station,01010,B2813,Subscriber,95135
T101686,1466,05/20/2014 09:44,Palo Alto Station,01003,05/20/2014 10:08,Santana Row,01015,B4105,Customer,94134
T101687,1961,08/12/2014 05:38,Oakland Transit,01013,08/12/2014 06:10,Cupertino Center,01011,B5667,Subscriber,94692
T101688,2381,04/25/2014 21:43,Menlo Park,01014,04/25/2014 22:23,Sunnyvale Station,01006,B1659,Subscriber,94504
T101689,5767,09/29/2014 13:45,Menlo Park,01006,09/29/2014 15:21,Santana Row,01015,B3190,Subscriber,94748
T101690,5170,04/25/2014 15:45,Menlo Park,01011,04/25/2014 17:11,Downtown San Jose,01010,B7464,Customer,94289
T101691,5680,01/09/2014 12:29,Downtown San Jose,01008,01/09/2014 14:04,Redwood City,01014,B7898,Customer,94490
T101692,7520,11/19/2014 08:30,Mountain View Caltrain,01012,11/19/2014 10:35,Los Gatos Depot,01014,B6426,Customer,95005
T101693,3449,09/13/2014 15:08,Santa Clara Transit,01011,09/13/2014 16:06,Sunnyvale Station,01012,B1517,Subscriber,94385
T101694,8597,06/03/2014 17:10,Los Gatos Depot,01001,06/03/2014 19:33,Cupertino Center,01011,B3626,Customer,94827
T101695,7972,04/17/2014 14:20,Sunnyvale Station,01014,04/17/2014 16:33,Los Gatos Depot,01008,B4260,Customer,94085
T101696,5766,01/04/2014 03:28,Sunnyvale Station,01011,01/04/2014 05:04,Menlo Park,01003,B8852,Subscriber,94733
T101697,7861,08/08/2014 18:50,Mountain View Caltrain,01002,08/08/2014 21:01,Cupertino Center,01015,B5354,Customer,94120
T101698,1659,12/02/2014 23:00,Oakland Transit,01007,12/02/2014 23:28,Sunnyvale Station,01005,B2946,Subscriber,94983
T101699,7238,09/24/2014 08:06,Downtown San Jose,01015,09/24/2014 10:07,Sunnyvale Station,01012,B7899,Customer,94202
T101700,7472,10/30/2014 06:23,Sunnyvale Station,01012,10/30/2014 08:27,Mountain View Caltrain,01012,B9012,Customer,95064
T101701,5285,10/17/2014 04:48,Santana Row,01006,10/17/2014 06:17,Santa Clara Transit,01007,B9119,Customer,94186
T101702,1160,01/20/2014 01:07,Oakland Transit,01009,01/20/2014 01:26,Fremont Hub,01007,B3087,Customer,94656
T101703,4979,12/20/2014 15:33,Fremont Hub,01001,12/20/2014 16:56,Downtown San Jose,01014,B6322,Customer,95079
T101704,792,08/24/2014 12:07,Sunnyvale Station,01005,08/24/2014 12:20,Campbell Ave,01011,B7551,Customer,95089
T101705,1945,10/17/2014 09:30,Menlo Park,01007,10/17/2014 10:02,Redwood City,01011,B9222,Customer,95068
T101706,430,07/12/2014 21:50,Campbell Ave,01013,07/12/2014 21:57,Los Gatos Depot,01012,B7370,Subscriber,94807
T101707,5680,11/20/2014 10:37,Mountain View Caltrain,01005,11/20/2014 12:11,Mountain View Caltrain,01006,B3153,Subscriber,95118
T101708,10676,12/18/2014 03:20,Fremont Hub,01012,12/18/2014 06:18,Mountain View Caltrain,01013,B2797,Subscriber,94411
T101709,1851,12/17/2014 15:57,Downtown San Jose,01010,12/17/2014 16:28,Redwood City,01008,B2767,Customer,94578
T101710,2752,04/22/2014 03:31,San Jose Diridon,01009,04/22/2014 04:17,Downtown San Jose,01013,B1346,Customer,94656
T101711,4056,10/29/2014 06:25,Redwood City,01010,10/29/2014 07:33,Downtown San Jose,01014,B3066,Customer,94277
T101712,8514,11/07/2014 05:54,Oakland Transit,01013,11/07/2014 08:16,Campbell Ave,01003,B3548,Customer,94917
T101713,2918,03/31/2014 08:51,Redwood City,01004,03/31/2014 09:40,Campbell Ave,01010,B6638,Subscriber,94405
T101714,9102,08/24/2014 18:15,Los Gatos Depot,01013,08/24/2014 20:47,Sunnyvale Station,01004,B9192,Customer,94599
T101715,2683,11/08/2014 10:32,Mountain View Caltrain,01011,11/08/2014 11:17,Campbell Ave,01005,B1223,Subscriber,94873
T101716,5482,05/17/2014 19:52,Fremont Hub,01002,05/17/2014 21:23,Campbell Ave,01012,B4874,Subscriber,94827
T101717,9232,03/27/2014 01:16,Santana Row,01010,03/27/2014 03:50,Los Gatos Depot,01012,B1852,Customer,94891
T101718,7045,09/05/2014 05:42,Santana Row,01015,09/05/2014 07:39,Redwood City,01002,B6605,Customer,94772
T101719,7630,03/15/2014 20:09,Redwood City,01006,03/15/2014 22:16,San Jose Diridon,01011,B8039,Subscriber,94168
T101720,3858,08/30/2014 03:07,Los Gatos Depot,01012,08/30/2014 04:11,Fremont Hub,01008,B1131,Customer,95004
T101721,6696,04/08/2014 08:00,Cupertino Center,01015,04/08/2014 09:52,Santa Clara Transit,01003,B8116,Customer,94048
T101722,10377,09/21/2014 05:13,Palo Alto Station,01001,09/21/2014 08:06,Palo Alto Station,01003,B8867,Subscriber,95006
T101723,3082,10/21/2014 10:29,Santana Row,01009,10/21/2014 11:20,Campbell Ave,01004,B5742,Customer,94213
T101724,3113,10/07/2014 23:32,San Jose Diridon,01015,10/08/2014 00:24,Los Gatos Depot,01003,B5623,Customer,94658
T101725,10553,10/26/2014 01:20,Cupertino Center,01011,10/26/2014 04:16,Oakland Transit,01010,B8961,Customer,95149
T101726,7140,09/14/2014 00:01,Menlo Park,01006,09/14/2014 02:00,Fremont Hub,01008,B2353,Subscriber,94991
T101727,6541,09/22/2014 10:01,San Jose Diridon,01015,09/22/2014 11:50,Santana Row,01002,B8027,Subscriber,94796
T101728,538,11/22/2014 13:52,Cupertino Center,01001,11/22/2014 14:01,Los Gatos Depot,01013,B5059,Customer,94626
T101729,10121,02/23/2014 02:52,Downtown San Jose,01002,02/23/2014 05:41,Palo Alto Station,01007,B3498,Customer,95019
T101730,3292,09/01/2014 23:41,Oakland Transit,01007,09/02/2014 00:36,Santana Row,01008,B9376,Subscriber,94588
T101731,7425,02/07/2014 17:38,Los Gatos Depot,01006,02/07/2014 19:41,San Jose Diridon,01005,B4061,Customer,94112
